result_id,race_id,race_id,constructor_id,position,points,laps,time_in_miliseconds,fastestLap,rank,fastest_lap_time,fastest_lap_speed
5359,265,77,6,1,10,45,4957200,\N,\N,\N,\N
5360,265,44,27,2,6,45,5011979,\N,\N,\N,\N
5361,265,103,27,3,4,45,5022621,\N,\N,\N,\N
5362,265,104,29,4,3,45,5038809,\N,\N,\N,\N
5363,265,81,29,5,2,45,5047744,\N,\N,\N,\N
5364,265,100,33,6,1,45,5062645,\N,\N,\N,\N
5365,265,106,33,7,0,44,\N,\N,\N,\N,\N
5366,265,71,3,8,0,44,\N,\N,\N,\N,\N
5367,265,111,31,9,0,39,\N,\N,\N,\N,\N
5368,265,101,31,10,0,37,\N,\N,\N,\N,\N
5369,265,30,22,11,0,20,\N,\N,\N,\N,\N
5370,265,84,1,12,0,19,\N,\N,\N,\N,\N
5371,265,14,3,13,0,17,\N,\N,\N,\N,\N
5372,265,50,22,14,0,15,\N,\N,\N,\N,\N
5373,265,79,25,15,0,6,\N,\N,\N,\N,\N
5374,265,55,6,16,0,1,\N,\N,\N,\N,\N
5375,265,87,25,17,0,0,\N,\N,\N,\N,\N
5376,265,57,1,18,0,0,\N,\N,\N,\N,\N
5377,265,49,15,19,0,0,\N,\N,\N,\N,\N
5378,265,56,17,20,0,0,\N,\N,\N,\N,\N
5379,265,22,17,21,0,0,\N,\N,\N,\N,\N
5380,265,65,32,22,0,0,\N,\N,\N,\N,\N
5381,265,110,15,23,0,0,\N,\N,\N,\N,\N
5382,265,94,18,24,0,0,\N,\N,\N,\N,\N
5383,265,70,32,25,0,0,\N,\N,\N,\N,\N
5384,265,105,18,26,0,0,\N,\N,\N,\N,\N
5385,265,92,30,27,0,0,\N,\N,\N,\N,\N
5386,265,108,30,28,0,0,\N,\N,\N,\N,\N
5387,266,30,22,1,10,77,6480185,\N,\N,\N,\N
5388,266,71,3,2,6,77,6501012,\N,\N,\N,\N
5389,266,50,22,3,4,77,6550514,\N,\N,\N,\N
5390,266,84,1,4,3,76,\N,\N,\N,\N,\N
5391,266,87,25,5,2,76,\N,\N,\N,\N,\N
5392,266,44,27,6,1,76,\N,\N,\N,\N,\N
5393,266,105,18,7,0,75,\N,\N,\N,\N,\N
5394,266,100,33,8,0,75,\N,\N,\N,\N,\N
5395,266,106,33,9,0,75,\N,\N,\N,\N,\N
5396,266,103,27,10,0,75,\N,\N,\N,\N,\N
5397,266,101,31,11,0,74,\N,\N,\N,\N,\N
5398,266,77,6,12,0,72,\N,\N,\N,\N,\N
5399,266,70,32,13,0,72,\N,\N,\N,\N,\N
5400,266,104,29,14,0,69,\N,\N,\N,\N,\N
5401,266,14,3,15,0,59,\N,\N,\N,\N,\N
5402,266,55,6,16,0,58,\N,\N,\N,\N,\N
5403,266,94,18,17,0,58,\N,\N,\N,\N,\N
5404,266,49,15,18,0,39,\N,\N,\N,\N,\N
5405,266,65,32,19,0,34,\N,\N,\N,\N,\N
5406,266,110,15,20,0,30,\N,\N,\N,\N,\N
5407,266,81,29,21,0,30,\N,\N,\N,\N,\N
5408,266,112,1,22,0,21,\N,\N,\N,\N,\N
5409,266,111,31,23,0,9,\N,\N,\N,\N,\N
5410,266,79,25,24,0,0,\N,\N,\N,\N,\N
5411,266,56,17,25,0,0,\N,\N,\N,\N,\N
5412,266,22,17,26,0,0,\N,\N,\N,\N,\N
5413,266,92,30,27,0,0,\N,\N,\N,\N,\N
5414,266,108,30,28,0,0,\N,\N,\N,\N,\N
5415,267,71,3,1,10,44,5327100,\N,\N,\N,\N
5416,267,57,1,2,6,44,5378481,\N,\N,\N,\N
5417,267,50,22,3,4,44,5397553,\N,\N,\N,\N
5418,267,14,3,4,3,44,5432887,\N,\N,\N,\N
5419,267,87,25,5,2,43,\N,\N,\N,\N,\N
5420,267,81,29,6,1,43,\N,\N,\N,\N,\N
5421,267,44,27,7,0,43,\N,\N,\N,\N,\N
5422,267,94,18,8,0,43,\N,\N,\N,\N,\N
5423,267,105,18,9,0,43,\N,\N,\N,\N,\N
5424,267,103,27,10,0,42,\N,\N,\N,\N,\N
5425,267,111,31,11,0,42,\N,\N,\N,\N,\N
5426,267,65,32,12,0,41,\N,\N,\N,\N,\N
5427,267,56,17,13,0,40,\N,\N,\N,\N,\N
5428,267,30,22,14,0,44,\N,\N,\N,\N,\N
5429,267,104,29,15,0,33,\N,\N,\N,\N,\N
5430,267,101,31,16,0,29,\N,\N,\N,\N,\N
5431,267,110,15,17,0,27,\N,\N,\N,\N,\N
5432,267,84,1,18,0,24,\N,\N,\N,\N,\N
5433,267,22,17,19,0,19,\N,\N,\N,\N,\N
5434,267,79,25,20,0,18,\N,\N,\N,\N,\N
5435,267,113,32,21,0,15,\N,\N,\N,\N,\N
5436,267,77,6,22,0,11,\N,\N,\N,\N,\N
5437,267,112,33,23,0,11,\N,\N,\N,\N,\N
5438,267,49,15,24,0,10,\N,\N,\N,\N,\N
5439,267,100,33,25,0,3,\N,\N,\N,\N,\N
5440,267,55,6,26,0,2,\N,\N,\N,\N,\N
5441,267,92,30,27,0,0,\N,\N,\N,\N,\N
5442,267,108,30,28,0,0,\N,\N,\N,\N,\N
5443,268,71,3,1,10,53,4683200,\N,\N,\N,\N
5444,268,77,6,2,6,53,4688130,\N,\N,\N,\N
5445,268,57,1,3,4,53,4708840,\N,\N,\N,\N
5446,268,22,17,4,3,53,4733834,\N,\N,\N,\N
5447,268,84,1,5,2,53,4768775,\N,\N,\N,\N
5448,268,14,3,6,1,52,\N,\N,\N,\N,\N
5449,268,103,27,7,0,52,\N,\N,\N,\N,\N
5450,268,100,33,8,0,52,\N,\N,\N,\N,\N
5451,268,109,22,9,0,52,\N,\N,\N,\N,\N
5452,268,44,27,10,0,51,\N,\N,\N,\N,\N
5453,268,101,31,11,0,46,\N,\N,\N,\N,\N
5454,268,79,25,12,0,45,\N,\N,\N,\N,\N
5455,268,104,29,13,0,43,\N,\N,\N,\N,\N
5456,268,56,17,14,0,41,\N,\N,\N,\N,\N
5457,268,87,25,15,0,39,\N,\N,\N,\N,\N
5458,268,94,18,16,0,30,\N,\N,\N,\N,\N
5459,268,105,18,17,0,28,\N,\N,\N,\N,\N
5460,268,49,15,18,0,22,\N,\N,\N,\N,\N
5461,268,110,15,19,0,20,\N,\N,\N,\N,\N
5462,268,111,31,20,0,20,\N,\N,\N,\N,\N
5463,268,114,33,21,0,18,\N,\N,\N,\N,\N
5464,268,55,6,22,0,14,\N,\N,\N,\N,\N
5465,268,65,32,23,0,13,\N,\N,\N,\N,\N
5466,268,50,22,24,0,0,\N,\N,\N,\N,\N
5467,268,70,32,25,0,0,\N,\N,\N,\N,\N
5468,268,81,29,26,0,0,\N,\N,\N,\N,\N
5469,268,92,30,27,0,0,\N,\N,\N,\N,\N
5470,268,108,30,28,0,0,\N,\N,\N,\N,\N
5471,269,71,3,1,10,71,6310100,\N,\N,\N,\N
5472,269,14,3,2,6,71,6310703,\N,\N,\N,\N
5473,269,57,1,3,4,71,6330293,\N,\N,\N,\N
5474,269,22,17,4,3,71,6338103,\N,\N,\N,\N
5475,269,50,22,5,2,71,6339485,\N,\N,\N,\N
5476,269,84,1,6,1,71,6362802,\N,\N,\N,\N
5477,269,56,17,7,0,70,\N,\N,\N,\N,\N
5478,269,104,29,8,0,70,\N,\N,\N,\N,\N
5479,269,81,29,9,0,70,\N,\N,\N,\N,\N
5480,269,103,27,10,0,70,\N,\N,\N,\N,\N
5481,269,65,32,11,0,70,\N,\N,\N,\N,\N
5482,269,94,18,12,0,69,\N,\N,\N,\N,\N
5483,269,105,18,13,0,69,\N,\N,\N,\N,\N
5484,269,114,33,14,0,69,\N,\N,\N,\N,\N
5485,269,111,31,15,0,67,\N,\N,\N,\N,\N
5486,269,113,32,16,0,67,\N,\N,\N,\N,\N
5487,269,44,27,17,0,70,\N,\N,\N,\N,\N
5488,269,87,25,18,0,61,\N,\N,\N,\N,\N
5489,269,109,22,19,0,60,\N,\N,\N,\N,\N
5490,269,110,15,20,0,54,\N,\N,\N,\N,\N
5491,269,55,6,21,0,38,\N,\N,\N,\N,\N
5492,269,101,31,22,0,36,\N,\N,\N,\N,\N
5493,269,49,15,23,0,31,\N,\N,\N,\N,\N
5494,269,100,33,24,0,27,\N,\N,\N,\N,\N
5495,269,79,25,25,0,26,\N,\N,\N,\N,\N
5496,269,77,6,26,0,7,\N,\N,\N,\N,\N
5497,269,92,30,27,0,0,\N,\N,\N,\N,\N
5498,269,108,30,28,0,0,\N,\N,\N,\N,\N
5499,270,30,22,1,10,69,6027300,\N,\N,\N,\N
5500,270,71,3,2,6,69,6051989,\N,\N,\N,\N
5501,270,57,1,3,4,69,6096948,\N,\N,\N,\N
5502,270,56,17,4,3,69,6105746,\N,\N,\N,\N
5503,270,77,6,5,2,68,\N,\N,\N,\N,\N
5504,270,49,15,6,1,68,\N,\N,\N,\N,\N
5505,270,79,25,7,0,68,\N,\N,\N,\N,\N
5506,270,65,27,8,0,68,\N,\N,\N,\N,\N
5507,270,44,27,9,0,68,\N,\N,\N,\N,\N
5508,270,55,6,10,0,68,\N,\N,\N,\N,\N
5509,270,81,29,11,0,68,\N,\N,\N,\N,\N
5510,270,22,17,12,0,68,\N,\N,\N,\N,\N
5511,270,87,25,13,0,68,\N,\N,\N,\N,\N
5512,270,105,18,14,0,67,\N,\N,\N,\N,\N
5513,270,94,18,15,0,67,\N,\N,\N,\N,\N
5514,270,70,32,16,0,67,\N,\N,\N,\N,\N
5515,270,104,29,17,0,66,\N,\N,\N,\N,\N
5516,270,103,32,18,0,66,\N,\N,\N,\N,\N
5517,270,93,31,19,0,64,\N,\N,\N,\N,\N
5518,270,95,3,20,0,47,\N,\N,\N,\N,\N
5519,270,101,31,21,0,42,\N,\N,\N,\N,\N
5520,270,110,15,22,0,37,\N,\N,\N,\N,\N
5521,270,100,33,23,0,37,\N,\N,\N,\N,\N
5522,270,50,22,24,0,15,\N,\N,\N,\N,\N
5523,270,115,33,25,0,10,\N,\N,\N,\N,\N
5524,270,84,1,26,0,8,\N,\N,\N,\N,\N
5525,270,92,30,27,0,0,\N,\N,\N,\N,\N
5526,270,108,30,28,0,0,\N,\N,\N,\N,\N
5527,271,71,3,1,10,50,6953532,\N,\N,\N,\N
5528,271,30,22,2,6,50,6956897,\N,\N,\N,\N
5529,271,55,6,3,4,50,7005577,\N,\N,\N,\N
5530,271,95,3,4,3,50,7009606,\N,\N,\N,\N
5531,271,56,17,5,2,50,7055639,\N,\N,\N,\N
5532,271,49,15,6,1,50,7073395,\N,\N,\N,\N
5533,271,57,1,7,0,50,7076517,\N,\N,\N,\N
5534,271,104,29,8,0,49,\N,\N,\N,\N,\N
5535,271,100,33,9,0,49,\N,\N,\N,\N,\N
5536,271,63,32,10,0,49,\N,\N,\N,\N,\N
5537,271,44,27,11,0,49,\N,\N,\N,\N,\N
5538,271,101,31,12,0,48,\N,\N,\N,\N,\N
5539,271,70,32,13,0,48,\N,\N,\N,\N,\N
5540,271,87,25,14,0,26,\N,\N,\N,\N,\N
5541,271,22,17,15,0,16,\N,\N,\N,\N,\N
5542,271,84,1,16,0,13,\N,\N,\N,\N,\N
5543,271,81,29,17,0,13,\N,\N,\N,\N,\N
5544,271,77,6,18,0,10,\N,\N,\N,\N,\N
5545,271,116,27,19,0,10,\N,\N,\N,\N,\N
5546,271,94,18,20,0,10,\N,\N,\N,\N,\N
5547,271,105,18,21,0,10,\N,\N,\N,\N,\N
5548,271,65,22,22,0,3,\N,\N,\N,\N,\N
5549,271,79,25,23,0,3,\N,\N,\N,\N,\N
5550,271,89,31,24,0,3,\N,\N,\N,\N,\N
5551,271,109,15,25,0,0,\N,\N,\N,\N,\N
5552,271,115,33,26,0,0,\N,\N,\N,\N,\N
5553,271,92,30,27,0,0,\N,\N,\N,\N,\N
5554,271,108,30,28,0,0,\N,\N,\N,\N,\N
5555,272,95,3,1,10,81,6471400,\N,\N,\N,\N
5556,272,77,6,2,6,81,6473911,\N,\N,\N,\N
5557,272,84,1,3,4,81,6523887,\N,\N,\N,\N
5558,272,22,17,4,3,81,6541930,\N,\N,\N,\N
5559,272,44,27,5,2,80,\N,\N,\N,\N,\N
5560,272,55,6,6,1,80,\N,\N,\N,\N,\N
5561,272,49,15,7,0,80,\N,\N,\N,\N,\N
5562,272,104,29,8,0,80,\N,\N,\N,\N,\N
5563,272,94,18,9,0,79,\N,\N,\N,\N,\N
5564,272,109,15,10,0,79,\N,\N,\N,\N,\N
5565,272,116,27,11,0,79,\N,\N,\N,\N,\N
5566,272,57,1,12,0,76,\N,\N,\N,\N,\N
5567,272,105,18,13,0,69,\N,\N,\N,\N,\N
5568,272,87,25,14,0,66,\N,\N,\N,\N,\N
5569,272,98,33,15,0,56,\N,\N,\N,\N,\N
5570,272,63,32,16,0,49,\N,\N,\N,\N,\N
5571,272,101,31,17,0,49,\N,\N,\N,\N,\N
5572,272,70,32,18,0,40,\N,\N,\N,\N,\N
5573,272,71,3,19,0,35,\N,\N,\N,\N,\N
5574,272,30,22,20,0,35,\N,\N,\N,\N,\N
5575,272,93,31,21,0,21,\N,\N,\N,\N,\N
5576,272,79,25,22,0,19,\N,\N,\N,\N,\N
5577,272,115,33,23,0,18,\N,\N,\N,\N,\N
5578,272,81,29,24,0,17,\N,\N,\N,\N,\N
5579,272,56,17,25,0,15,\N,\N,\N,\N,\N
5580,272,65,22,26,0,13,\N,\N,\N,\N,\N
5581,272,92,30,27,0,0,\N,\N,\N,\N,\N
5582,272,108,30,28,0,0,\N,\N,\N,\N,\N
5583,273,117,3,1,10,72,5925082,\N,\N,\N,\N
5584,273,102,1,2,6,72,6004906,\N,\N,\N,\N
5585,273,87,27,3,4,71,\N,\N,\N,\N,\N
5586,273,104,18,4,3,71,\N,\N,\N,\N,\N
5587,273,109,15,5,2,70,\N,\N,\N,\N,\N
5588,273,77,6,6,1,69,\N,\N,\N,\N,\N
5589,273,118,29,7,0,69,\N,\N,\N,\N,\N
5590,273,84,27,8,0,57,\N,\N,\N,\N,\N
5591,273,105,26,9,0,55,\N,\N,\N,\N,\N
5592,273,100,33,10,0,51,\N,\N,\N,\N,\N
5593,273,119,22,11,0,46,\N,\N,\N,\N,\N
5594,273,30,22,12,0,39,\N,\N,\N,\N,\N
5595,273,65,32,13,0,38,\N,\N,\N,\N,\N
5596,273,91,15,14,0,33,\N,\N,\N,\N,\N
5597,273,22,17,15,0,31,\N,\N,\N,\N,\N
5598,273,55,6,16,0,30,\N,\N,\N,\N,\N
5599,273,112,33,17,0,27,\N,\N,\N,\N,\N
5600,273,120,18,18,0,21,\N,\N,\N,\N,\N
5601,273,88,29,19,0,21,\N,\N,\N,\N,\N
5602,273,69,26,20,0,20,\N,\N,\N,\N,\N
5603,273,71,3,21,0,16,\N,\N,\N,\N,\N
5604,273,70,32,22,0,16,\N,\N,\N,\N,\N
5605,273,121,1,23,0,4,\N,\N,\N,\N,\N
5606,273,122,17,24,0,2,\N,\N,\N,\N,\N
5607,273,79,25,25,0,1,\N,\N,\N,\N,\N
5608,273,110,25,26,0,0,\N,\N,\N,\N,\N
5609,274,102,1,1,10,71,6675485,\N,\N,\N,\N
5610,274,71,3,2,6,71,6692110,\N,\N,\N,\N
5611,274,30,22,3,4,71,6720921,\N,\N,\N,\N
5612,274,65,32,4,3,71,6722042,\N,\N,\N,\N
5613,274,87,27,5,2,71,6727612,\N,\N,\N,\N
5614,274,70,32,6,1,70,\N,\N,\N,\N,\N
5615,274,112,33,7,0,70,\N,\N,\N,\N,\N
5616,274,55,6,8,0,70,\N,\N,\N,\N,\N
5617,274,118,29,9,0,69,\N,\N,\N,\N,\N
5618,274,100,33,10,0,69,\N,\N,\N,\N,\N
5619,274,105,26,11,0,68,\N,\N,\N,\N,\N
5620,274,69,26,12,0,68,\N,\N,\N,\N,\N
5621,274,91,15,13,0,61,\N,\N,\N,\N,\N
5622,274,109,15,14,0,52,\N,\N,\N,\N,\N
5623,274,110,25,15,0,48,\N,\N,\N,\N,\N
5624,274,117,3,16,0,29,\N,\N,\N,\N,\N
5625,274,104,18,17,0,28,\N,\N,\N,\N,\N
5626,274,88,29,18,0,27,\N,\N,\N,\N,\N
5627,274,79,25,19,0,26,\N,\N,\N,\N,\N
5628,274,22,17,20,0,13,\N,\N,\N,\N,\N
5629,274,119,22,21,0,3,\N,\N,\N,\N,\N
5630,274,121,1,22,0,0,\N,\N,\N,\N,\N
5631,274,77,6,23,0,0,\N,\N,\N,\N,\N
5632,274,84,27,24,0,0,\N,\N,\N,\N,\N
5633,274,120,18,25,0,0,\N,\N,\N,\N,\N
5634,274,122,17,26,0,0,\N,\N,\N,\N,\N
5635,275,102,1,1,10,76,6646570,\N,\N,\N,\N
5636,275,71,3,2,6,76,6729769,\N,\N,\N,\N
5637,275,117,3,3,4,75,\N,\N,\N,\N,\N
5638,275,65,32,4,3,75,\N,\N,\N,\N,\N
5639,275,119,22,5,2,74,\N,\N,\N,\N,\N
5640,275,120,18,6,1,74,\N,\N,\N,\N,\N
5641,275,104,18,7,0,73,\N,\N,\N,\N,\N
5642,275,70,32,8,0,72,\N,\N,\N,\N,\N
5643,275,100,33,9,0,72,\N,\N,\N,\N,\N
5644,275,22,17,10,0,70,\N,\N,\N,\N,\N
5645,275,105,26,11,0,70,\N,\N,\N,\N,\N
5646,275,118,29,12,0,66,\N,\N,\N,\N,\N
5647,275,123,17,13,0,61,\N,\N,\N,\N,\N
5648,275,110,25,14,0,55,\N,\N,\N,\N,\N
5649,275,55,6,15,0,36,\N,\N,\N,\N,\N
5650,275,88,29,16,0,29,\N,\N,\N,\N,\N
5651,275,112,33,17,0,27,\N,\N,\N,\N,\N
5652,275,30,22,18,0,22,\N,\N,\N,\N,\N
5653,275,87,27,19,0,20,\N,\N,\N,\N,\N
5654,275,77,6,20,0,19,\N,\N,\N,\N,\N
5655,275,109,15,21,0,13,\N,\N,\N,\N,\N
5656,275,79,25,22,0,11,\N,\N,\N,\N,\N
5657,275,84,27,23,0,7,\N,\N,\N,\N,\N
5658,275,91,15,24,0,0,\N,\N,\N,\N,\N
5659,275,121,1,25,0,0,\N,\N,\N,\N,\N
5660,275,69,26,26,0,0,\N,\N,\N,\N,\N
5661,276,117,3,1,10,61,5600413,\N,\N,\N,\N
5662,276,30,22,2,6,61,5632823,\N,\N,\N,\N
5663,276,84,27,3,4,60,\N,\N,\N,\N,\N
5664,276,109,15,4,3,59,\N,\N,\N,\N,\N
5665,276,112,33,5,2,59,\N,\N,\N,\N,\N
5666,276,120,18,6,1,59,\N,\N,\N,\N,\N
5667,276,69,26,7,0,58,\N,\N,\N,\N,\N
5668,276,65,32,8,0,57,\N,\N,\N,\N,\N
5669,276,88,29,9,0,54,\N,\N,\N,\N,\N
5670,276,70,32,10,0,53,\N,\N,\N,\N,\N
5671,276,91,15,11,0,48,\N,\N,\N,\N,\N
5672,276,102,1,12,0,42,\N,\N,\N,\N,\N
5673,276,55,6,13,0,40,\N,\N,\N,\N,\N
5674,276,104,18,14,0,36,\N,\N,\N,\N,\N
5675,276,121,1,15,0,32,\N,\N,\N,\N,\N
5676,276,118,29,16,0,29,\N,\N,\N,\N,\N
5677,276,79,25,17,0,22,\N,\N,\N,\N,\N
5678,276,71,3,18,0,20,\N,\N,\N,\N,\N
5679,276,100,33,19,0,18,\N,\N,\N,\N,\N
5680,276,110,25,20,0,18,\N,\N,\N,\N,\N
5681,276,22,17,21,0,17,\N,\N,\N,\N,\N
5682,276,77,6,22,0,8,\N,\N,\N,\N,\N
5683,276,123,17,23,0,1,\N,\N,\N,\N,\N
5684,276,87,27,24,0,0,\N,\N,\N,\N,\N
5685,276,119,22,25,0,0,\N,\N,\N,\N,\N
5686,276,105,26,26,0,0,\N,\N,\N,\N,\N
5687,277,117,3,1,10,65,5547685,\N,\N,\N,\N
5688,277,102,1,2,6,65,5564558,\N,\N,\N,\N
5689,277,30,22,3,4,65,5574810,\N,\N,\N,\N
5690,277,119,22,4,3,64,\N,\N,\N,\N,\N
5691,277,121,1,5,2,64,\N,\N,\N,\N,\N
5692,277,77,6,6,1,63,\N,\N,\N,\N,\N
5693,277,87,27,7,0,63,\N,\N,\N,\N,\N
5694,277,104,18,8,0,63,\N,\N,\N,\N,\N
5695,277,100,33,9,0,63,\N,\N,\N,\N,\N
5696,277,88,29,10,0,63,\N,\N,\N,\N,\N
5697,277,123,17,11,0,62,\N,\N,\N,\N,\N
5698,277,22,17,12,0,62,\N,\N,\N,\N,\N
5699,277,118,29,13,0,62,\N,\N,\N,\N,\N
5700,277,70,32,14,0,60,\N,\N,\N,\N,\N
5701,277,109,15,15,0,53,\N,\N,\N,\N,\N
5702,277,69,26,16,0,43,\N,\N,\N,\N,\N
5703,277,91,15,17,0,42,\N,\N,\N,\N,\N
5704,277,110,25,18,0,42,\N,\N,\N,\N,\N
5705,277,71,3,19,0,41,\N,\N,\N,\N,\N
5706,277,55,6,20,0,40,\N,\N,\N,\N,\N
5707,277,120,18,21,0,37,\N,\N,\N,\N,\N
5708,277,112,33,22,0,26,\N,\N,\N,\N,\N
5709,277,84,27,23,0,11,\N,\N,\N,\N,\N
5710,277,79,25,24,0,11,\N,\N,\N,\N,\N
5711,277,65,32,25,0,2,\N,\N,\N,\N,\N
5712,277,105,26,26,0,0,\N,\N,\N,\N,\N
5713,278,102,1,1,10,78,6730947,\N,\N,\N,\N
5714,278,71,3,2,6,78,6783065,\N,\N,\N,\N
5715,278,55,6,3,4,78,6794309,\N,\N,\N,\N
5716,278,117,3,4,3,77,\N,\N,\N,\N,\N
5717,278,104,18,5,2,76,\N,\N,\N,\N,\N
5718,278,84,27,6,1,76,\N,\N,\N,\N,\N
5719,278,70,32,7,0,76,\N,\N,\N,\N,\N
5720,278,121,1,8,0,76,\N,\N,\N,\N,\N
5721,278,22,17,9,0,76,\N,\N,\N,\N,\N
5722,278,110,25,10,0,76,\N,\N,\N,\N,\N
5723,278,120,18,11,0,75,\N,\N,\N,\N,\N
5724,278,112,33,12,0,75,\N,\N,\N,\N,\N
5725,278,91,15,13,0,74,\N,\N,\N,\N,\N
5726,278,77,6,14,0,70,\N,\N,\N,\N,\N
5727,278,65,32,15,0,61,\N,\N,\N,\N,\N
5728,278,119,22,16,0,53,\N,\N,\N,\N,\N
5729,278,100,33,17,0,51,\N,\N,\N,\N,\N
5730,278,88,29,18,0,46,\N,\N,\N,\N,\N
5731,278,118,29,19,0,43,\N,\N,\N,\N,\N
5732,278,30,22,20,0,32,\N,\N,\N,\N,\N
5733,278,79,25,21,0,31,\N,\N,\N,\N,\N
5734,278,105,26,22,0,28,\N,\N,\N,\N,\N
5735,278,109,15,23,0,23,\N,\N,\N,\N,\N
5736,278,123,17,24,0,12,\N,\N,\N,\N,\N
5737,278,87,27,25,0,3,\N,\N,\N,\N,\N
5738,278,69,26,26,0,0,\N,\N,\N,\N,\N
5739,279,117,3,1,10,69,5801822,\N,\N,\N,\N
5740,279,30,22,2,6,69,5816349,\N,\N,\N,\N
5741,279,71,3,3,4,69,5854507,\N,\N,\N,\N
5742,279,77,6,4,3,68,\N,\N,\N,\N,\N
5743,279,84,27,5,2,68,\N,\N,\N,\N,\N
5744,279,91,15,6,1,68,\N,\N,\N,\N,\N
5745,279,109,15,7,0,68,\N,\N,\N,\N,\N
5746,279,100,33,8,0,68,\N,\N,\N,\N,\N
5747,279,104,18,9,0,67,\N,\N,\N,\N,\N
5748,279,65,32,10,0,67,\N,\N,\N,\N,\N
5749,279,70,32,11,0,67,\N,\N,\N,\N,\N
5750,279,123,17,12,0,67,\N,\N,\N,\N,\N
5751,279,88,29,13,0,66,\N,\N,\N,\N,\N
5752,279,121,1,14,0,66,\N,\N,\N,\N,\N
5753,279,69,26,15,0,65,\N,\N,\N,\N,\N
5754,279,118,29,16,0,65,\N,\N,\N,\N,\N
5755,279,79,25,17,0,64,\N,\N,\N,\N,\N
5756,279,102,1,18,0,62,\N,\N,\N,\N,\N
5757,279,119,22,19,0,52,\N,\N,\N,\N,\N
5758,279,110,25,20,0,45,\N,\N,\N,\N,\N
5759,279,120,18,21,0,33,\N,\N,\N,\N,\N
5760,279,55,6,22,0,33,\N,\N,\N,\N,\N
5761,279,87,27,23,0,13,\N,\N,\N,\N,\N
5762,279,22,17,24,0,10,\N,\N,\N,\N,\N
5763,279,112,33,25,0,8,\N,\N,\N,\N,\N
5764,279,105,26,26,0,0,\N,\N,\N,\N,\N
5765,280,117,3,1,10,72,5915241,\N,\N,\N,\N
5766,280,71,3,2,6,72,5915583,\N,\N,\N,\N
5767,280,30,22,3,4,72,5936450,\N,\N,\N,\N
5768,280,102,1,4,3,72,5947646,\N,\N,\N,\N
5769,280,84,27,5,2,72,5949036,\N,\N,\N,\N
5770,280,121,1,6,1,71,\N,\N,\N,\N,\N
5771,280,22,17,7,0,71,\N,\N,\N,\N,\N
5772,280,104,18,8,0,71,\N,\N,\N,\N,\N
5773,280,112,33,9,0,70,\N,\N,\N,\N,\N
5774,280,119,22,10,0,70,\N,\N,\N,\N,\N
5775,280,123,17,11,0,70,\N,\N,\N,\N,\N
5776,280,88,29,12,0,70,\N,\N,\N,\N,\N
5777,280,118,29,13,0,70,\N,\N,\N,\N,\N
5778,280,77,6,14,0,70,\N,\N,\N,\N,\N
5779,280,110,25,15,0,68,\N,\N,\N,\N,\N
5780,280,100,33,16,0,66,\N,\N,\N,\N,\N
5781,280,55,6,17,0,47,\N,\N,\N,\N,\N
5782,280,69,26,18,0,28,\N,\N,\N,\N,\N
5783,280,91,15,19,0,25,\N,\N,\N,\N,\N
5784,280,109,15,20,0,22,\N,\N,\N,\N,\N
5785,280,87,27,21,0,20,\N,\N,\N,\N,\N
5786,280,65,32,22,0,16,\N,\N,\N,\N,\N
5787,280,120,18,23,0,16,\N,\N,\N,\N,\N
5788,280,79,25,24,0,16,\N,\N,\N,\N,\N
5789,280,70,32,25,0,9,\N,\N,\N,\N,\N
5790,280,105,26,26,0,0,\N,\N,\N,\N,\N
5791,281,117,3,1,10,59,5138189,\N,\N,\N,\N
5792,281,30,22,2,6,59,5145849,\N,\N,\N,\N
5793,281,119,22,3,4,59,5215671,\N,\N,\N,\N
5794,281,65,32,4,3,59,5216596,\N,\N,\N,\N
5795,281,102,1,5,2,58,\N,\N,\N,\N,\N
5796,281,118,29,6,1,58,\N,\N,\N,\N,\N
5797,281,87,27,7,0,58,\N,\N,\N,\N,\N
5798,281,109,15,8,0,58,\N,\N,\N,\N,\N
5799,281,55,6,9,0,58,\N,\N,\N,\N,\N
5800,281,22,17,10,0,58,\N,\N,\N,\N,\N
5801,281,112,33,11,0,57,\N,\N,\N,\N,\N
5802,281,104,18,12,0,56,\N,\N,\N,\N,\N
5803,281,79,25,13,0,55,\N,\N,\N,\N,\N
5804,281,84,27,14,0,53,\N,\N,\N,\N,\N
5805,281,110,25,15,0,43,\N,\N,\N,\N,\N
5806,281,71,3,16,0,41,\N,\N,\N,\N,\N
5807,281,70,32,17,0,41,\N,\N,\N,\N,\N
5808,281,123,17,18,0,41,\N,\N,\N,\N,\N
5809,281,69,26,19,0,32,\N,\N,\N,\N,\N
5810,281,94,18,20,0,31,\N,\N,\N,\N,\N
5811,281,91,15,21,0,24,\N,\N,\N,\N,\N
5812,281,77,6,22,0,10,\N,\N,\N,\N,\N
5813,281,88,29,23,0,8,\N,\N,\N,\N,\N
5814,281,121,1,24,0,0,\N,\N,\N,\N,\N
5815,281,100,33,25,0,0,\N,\N,\N,\N,\N
5816,281,105,26,26,0,0,\N,\N,\N,\N,\N
5817,282,117,3,1,10,45,4720885,\N,\N,\N,\N
5818,282,30,22,2,6,45,4737549,\N,\N,\N,\N
5819,282,87,27,3,4,45,4780234,\N,\N,\N,\N
5820,282,102,1,4,3,45,4789114,\N,\N,\N,\N
