result_id,race_id,race_id,constructor_id,position,points,laps,time_in_miliseconds,fastestLap,rank,fastest_lap_time,fastest_lap_speed
23968,998,839,10,7,6,52,5279714,48,13,01:33.6,226.562
23969,998,4,1,8,4,52,5280899,52,10,01:33.5,226.862
23970,998,825,210,9,2,52,5282972,48,12,01:33.6,226.567
23971,998,815,10,10,1,52,5284492,48,9,01:33.5,226.887
23972,998,838,1,11,0,52,5285558,48,11,01:33.6,226.695
23973,998,840,3,12,0,52,5287890,48,15,01:33.9,225.927
23974,998,842,5,13,0,52,5288913,48,8,01:33.5,226.904
23975,998,845,3,14,0,52,5297897,52,18,01:34.6,224.134
23982,998,843,5,20,0,1,\N,\N,0,\N,\N
23977,998,830,9,15,0,46,\N,42,6,01:32.0,230.499
23978,998,154,210,16,0,37,\N,28,16,01:34.4,224.678
23979,998,832,4,17,0,37,\N,25,17,01:34.6,224.177
23980,998,828,15,18,0,31,\N,26,14,01:33.7,226.395
23981,998,844,15,19,0,18,\N,3,19,01:35.2,222.747
23983,999,1,131,1,25,67,5549845,66,1,01:15.5,217.968
23984,999,822,131,2,18,67,5554380,65,2,01:15.7,217.461
23985,999,8,6,3,15,67,5556577,64,4,01:16.0,216.691
23986,999,830,9,4,12,67,5557499,66,3,01:15.9,217.085
23987,999,807,4,5,10,67,5576454,66,16,01:17.9,211.351
23988,999,154,210,6,8,67,5578716,66,5,01:16.7,214.641
23989,999,815,10,7,6,67,5580401,66,15,01:17.9,211.468
23990,999,839,10,8,4,67,5581595,64,17,01:17.9,211.267
23991,999,828,15,9,2,67,5582207,65,12,01:17.7,211.8
23992,999,843,5,10,1,67,5584042,66,9,01:17.7,211.974
23993,999,825,210,11,0,67,5584764,66,10,01:17.7,211.93
23994,999,832,4,12,0,67,5592914,63,7,01:17.4,212.661
23995,999,838,1,13,0,67,5596462,67,8,01:17.5,212.368
23996,999,842,5,14,0,66,\N,66,13,01:17.8,211.753
23997,999,844,15,15,0,66,\N,64,14,01:17.9,211.509
23998,999,4,1,16,0,65,\N,60,11,01:17.7,211.811
23999,999,840,3,17,0,53,\N,35,19,01:18.9,208.802
24000,999,20,6,18,0,51,\N,39,6,01:17.3,213.046
24001,999,845,3,19,0,51,\N,36,20,01:18.9,208.609
24002,999,817,9,20,0,27,\N,22,18,01:18.3,210.4
24003,1000,1,131,1,25,70,5836427,63,4,01:21.1,194.454
24004,1000,20,6,2,18,70,5853550,70,2,01:20.1,197.007
24005,1000,8,6,3,15,70,5856528,55,3,01:20.3,196.428
24006,1000,817,9,4,12,70,5882846,46,1,01:20.0,197.115
24007,1000,822,131,5,10,70,5886427,39,8,01:21.7,192.957
24008,1000,842,5,6,8,70,5909700,64,7,01:21.7,193.078
24009,1000,825,210,7,6,69,\N,60,6,01:21.3,193.987
24010,1000,4,1,8,4,69,\N,68,9,01:22.1,192.125
24011,1000,832,4,9,2,69,\N,58,13,01:22.8,190.538
24012,1000,154,210,10,1,69,\N,58,10,01:22.6,190.925
24013,1000,843,5,11,0,69,\N,62,11,01:22.6,190.911
24014,1000,807,4,12,0,69,\N,69,5,01:21.3,194.085
24015,1000,839,10,13,0,69,\N,63,14,01:22.9,190.303
24016,1000,815,10,14,0,69,\N,56,16,01:23.3,189.419
24017,1000,828,15,15,0,68,\N,53,17,01:23.7,188.495
24018,1000,845,3,16,0,68,\N,53,18,01:23.7,188.412
24019,1000,840,3,17,0,68,\N,51,12,01:22.7,190.8
24020,1000,838,1,18,0,49,\N,46,15,01:23.1,189.843
24021,1000,830,9,19,0,5,\N,5,19,01:24.0,187.79
24022,1000,844,15,20,0,0,\N,\N,0,\N,\N
24023,1001,20,6,1,25,44,5014476,25,2,01:46.6,236.435
24024,1001,1,131,2,18,44,5025537,23,3,01:46.7,236.264
24025,1001,830,9,3,15,44,5045848,36,4,01:46.9,235.767
24026,1001,822,131,4,12,44,5078081,32,1,01:46.3,237.231
24027,1001,815,10,5,10,44,5085499,38,7,01:48.1,233.293
24028,1001,839,10,6,8,44,5093996,35,6,01:48.1,233.298
24029,1001,154,210,7,6,44,5100429,35,8,01:48.3,232.856
24030,1001,825,210,8,4,44,5102115,36,5,01:47.9,233.602
24031,1001,842,5,9,2,44,5120368,36,9,01:48.6,232.202
24032,1001,828,15,10,1,43,\N,35,11,01:48.7,231.976
24033,1001,832,4,11,0,43,\N,32,10,01:48.7,232.027
24034,1001,845,3,12,0,43,\N,42,14,01:49.1,231.085
24035,1001,840,3,13,0,43,\N,39,16,01:49.3,230.717
24036,1001,843,5,14,0,43,\N,33,12,01:48.8,231.843
24037,1001,838,1,15,0,43,\N,38,13,01:49.0,231.418
24038,1001,817,9,16,0,28,\N,27,15,01:49.2,230.812
24039,1001,8,6,17,0,8,\N,6,17,01:54.3,220.559
24040,1001,844,15,18,0,0,\N,\N,0,\N,\N
24041,1001,4,1,19,0,0,\N,\N,0,\N,\N
24042,1001,807,4,20,0,0,\N,\N,0,\N,\N
24043,1002,1,131,1,25,53,4614484,30,1,01:22.5,252.794
24044,1002,8,6,2,18,53,4623189,28,4,01:23.5,249.713
24045,1002,822,131,3,15,53,4628550,39,3,01:22.9,251.544
24046,1002,20,6,4,12,53,4630635,51,2,01:22.5,252.77
24047,1002,830,9,5,10,53,4632692,41,6,01:23.6,249.432
24048,1002,839,10,6,8,53,4672245,48,12,01:24.2,247.555
24049,1002,815,10,7,6,53,4673162,44,11,01:24.2,247.743
24050,1002,832,4,8,4,53,4692624,43,5,01:23.5,249.671
24051,1002,840,3,9,2,52,\N,52,9,01:24.1,248.106
24052,1002,845,3,10,1,52,\N,39,14,01:24.6,246.568
24053,1002,844,15,11,0,52,\N,52,8,01:23.8,248.959
24054,1002,838,1,12,0,52,\N,52,13,01:24.5,246.79
24055,1002,807,4,13,0,52,\N,47,16,01:24.8,246.01
24056,1002,842,5,14,0,52,\N,47,10,01:24.1,248.097
24057,1002,828,15,15,0,52,\N,46,15,01:24.8,246.024
24058,1002,825,210,16,0,52,\N,44,7,01:23.8,248.959
24059,1002,817,9,17,0,23,\N,46,18,01:25.7,243.369
24060,1002,4,1,18,0,9,\N,18,17,01:25.2,244.691
24061,1002,843,5,19,0,0,\N,6,19,01:27.0,239.685
24062,1002,154,210,20,0,53,4670804,\N,0,\N,\N
24063,1003,1,131,1,25,61,6671611,56,2,01:42.9,177.108
24064,1003,830,9,2,18,61,6680572,54,5,01:43.3,176.368
24065,1003,20,6,3,15,61,6711595,48,6,01:44.7,174.137
24066,1003,822,131,4,12,61,6723541,42,8,01:44.7,174.052
24067,1003,8,6,5,10,61,6724612,46,7,01:44.7,174.061
24068,1003,817,9,6,8,61,6725593,59,3,01:43.1,176.753
24069,1003,4,1,7,6,61,6774612,57,4,01:43.2,176.677
24070,1003,832,4,8,4,60,\N,50,12,01:45.2,173.24
24071,1003,844,15,9,2,60,\N,57,11,01:45.2,173.253
24072,1003,807,4,10,1,60,\N,53,19,01:46.1,171.8
24073,1003,828,15,11,0,60,\N,50,10,01:45.2,173.309
24074,1003,838,1,12,0,60,\N,50,14,01:45.6,172.675
24075,1003,842,5,13,0,60,\N,56,18,01:46.1,171.848
24076,1003,840,3,14,0,60,\N,53,17,01:46.0,171.897
24077,1003,154,210,15,0,60,\N,57,16,01:45.9,172.106
24078,1003,815,10,16,0,60,\N,48,13,01:45.4,172.947
24079,1003,843,5,17,0,60,\N,38,9,01:44.9,173.772
24080,1003,825,210,18,0,59,\N,50,1,01:41.9,178.86
24081,1003,845,3,19,0,59,\N,48,15,01:45.9,172.11
24082,1003,839,10,20,0,0,\N,\N,0,\N,\N
24083,1004,1,131,1,25,53,5245181,50,2,01:35.9,219.492
24084,1004,822,131,2,18,53,5247726,50,1,01:35.9,219.617
24085,1004,20,6,3,15,53,5252668,50,3,01:36.0,219.322
24086,1004,8,6,4,12,53,5261724,47,6,01:36.6,217.913
24087,1004,830,9,5,10,53,5276197,45,4,01:36.3,218.655
24088,1004,817,9,6,8,53,5325632,41,5,01:36.3,218.514
24089,1004,844,15,7,6,53,5343571,52,9,01:38.1,214.59
24090,1004,825,210,8,4,52,\N,52,8,01:38.0,214.791
24091,1004,839,10,9,2,52,\N,52,12,01:38.4,214.025
24092,1004,815,10,10,1,52,\N,47,11,01:38.3,214.168
24093,1004,154,210,11,0,52,\N,46,10,01:38.2,214.29
24094,1004,807,4,12,0,52,\N,52,13,01:39.1,212.422
24095,1004,828,15,13,0,52,\N,39,7,01:37.9,214.975
24096,1004,4,1,14,0,52,\N,44,15,01:39.6,211.394
24097,1004,840,3,15,0,52,\N,44,14,01:39.4,211.724
24098,1004,838,1,16,0,51,\N,41,18,01:39.9,210.692
24099,1004,832,4,17,0,51,\N,35,16,01:39.7,211.095
24100,1004,845,3,18,0,51,\N,43,17,01:39.8,210.869
24101,1004,842,5,19,0,4,\N,3,19,01:44.1,202.292
24102,1004,843,5,20,0,4,\N,2,20,01:45.9,198.889
24103,1005,1,131,1,25,53,5237062,51,2,01:32.8,225.307
24104,1005,822,131,2,18,53,5249981,46,3,01:33.1,224.521
24105,1005,830,9,3,15,53,5251357,50,6,01:33.4,223.903
24106,1005,817,9,4,12,53,5256557,50,4,01:33.2,224.336
24107,1005,8,6,5,10,53,5288060,28,12,01:34.2,221.869
24108,1005,20,6,6,8,53,5306935,53,1,01:32.3,226.447
24109,1005,815,10,7,6,53,5316441,43,9,01:34.1,222.223
24110,1005,154,210,8,4,53,5324260,47,15,01:34.8,220.551
24111,1005,839,10,9,2,53,5325117,50,14,01:34.7,220.821
24112,1005,832,4,10,1,52,\N,50,11,01:34.2,221.93
24113,1005,842,5,11,0,52,\N,35,10,01:34.1,222.081
24114,1005,828,15,12,0,52,\N,8,19,01:36.3,217.097
24115,1005,843,5,13,0,52,\N,30,16,01:34.9,220.386
24116,1005,4,1,14,0,52,\N,28,7,01:33.9,222.53
24117,1005,838,1,15,0,52,\N,25,18,01:35.0,220.001
24118,1005,845,3,16,0,52,\N,41,8,01:34.0,222.431
24119,1005,840,3,17,0,52,\N,41,5,01:33.4,223.934
24120,1005,844,15,18,0,38,\N,37,13,01:34.5,221.183
24121,1005,807,4,19,0,37,\N,32,17,01:34.9,220.207
24122,1005,825,210,20,0,8,\N,6,20,01:39.9,209.244
24123,1006,8,6,1,25,56,5658643,45,5,01:38.5,201.527
24124,1006,830,9,2,18,56,5659924,45,2,01:38.2,202.011
24125,1006,1,131,3,15,56,5660985,40,1,01:37.4,203.782
24126,1006,20,6,4,12,56,5676865,41,3,01:38.3,201.941
24127,1006,822,131,5,10,56,5683387,46,4,01:38.5,201.551
24128,1006,807,4,6,8,56,5745853,51,8,01:39.5,199.369
24129,1006,832,4,7,6,56,5753637,45,11,01:39.9,198.75
24130,1006,815,10,8,4,56,5759723,45,13,01:40.0,198.483
24131,1006,843,5,9,2,55,\N,32,6,01:39.0,200.547
24132,1006,828,15,10,1,55,\N,36,9,01:39.6,199.327
24133,1006,838,1,11,0,55,\N,52,12,01:39.9,198.636
24134,1006,842,5,12,0,55,\N,33,14,01:40.1,198.273
24135,1006,845,3,13,0,55,\N,42,7,01:39.2,199.987
24136,1006,840,3,14,0,54,\N,38,10,01:39.6,199.173
24137,1006,844,15,15,0,31,\N,12,16,01:40.5,197.437
24138,1006,817,9,16,0,8,\N,49,15,01:40.4,197.612
24139,1006,154,210,17,0,2,\N,12,18,01:42.0,194.61
24140,1006,4,1,18,0,1,\N,5,17,01:40.9,196.633
24141,1006,839,10,19,0,56,\N,\N,0,\N,\N
24142,1006,825,210,20,0,56,\N,\N,0,\N,\N
24143,1007,830,9,1,25,71,5908851,66,2,01:19.2,195.67
24144,1007,20,6,2,18,71,5926167,49,4,01:19.5,194.844
24145,1007,8,6,3,15,71,5958765,19,5,01:20.3,192.874
24146,1007,1,131,4,12,71,5987589,49,8,01:20.7,191.933
24147,1007,822,131,5,10,70,\N,65,1,01:18.7,196.776
24148,1007,807,4,6,8,69,\N,67,7,01:20.6,192.15
24149,1007,844,15,7,6,69,\N,67,6,01:20.5,192.388
24150,1007,838,1,8,4,69,\N,14,11,01:21.9,189.138
24151,1007,828,15,9,2,69,\N,18,14,01:22.4,187.947
24152,1007,842,5,10,1,69,\N,69,17,01:22.8,187.232
24153,1007,839,10,11,0,69,\N,6,15,01:22.6,187.517
24154,1007,840,3,12,0,69,\N,27,18,01:23.0,186.717
24155,1007,845,3,13,0,69,\N,66,16,01:22.6,187.492
24156,1007,843,5,14,0,69,\N,26,13,01:22.4,187.952
24157,1007,825,210,15,0,69,\N,45,10,01:21.9,189.246
24158,1007,154,210,16,0,68,\N,46,9,01:21.4,190.419
24159,1007,817,9,17,0,61,\N,57,3,01:19.5,194.991
24160,1007,815,10,18,0,38,\N,6,19,01:23.5,185.461
24161,1007,832,4,19,0,28,\N,6,12,01:22.4,188.07
24162,1007,4,1,20,0,3,\N,3,20,01:24.2,184.025
24163,1008,1,131,1,25,71,5229066,70,7,01:11.8,216.065
24164,1008,830,9,2,18,71,5230535,61,4,01:11.6,216.72
24165,1008,8,6,3,15,71,5233830,64,6,01:11.8,216.143
24166,1008,817,9,4,12,71,5234259,62,3,01:11.3,217.434
24167,1008,822,131,5,10,71,5252009,65,1,01:10.5,219.909
24168,1008,20,6,6,8,71,5256063,71,2,01:10.8,219.005
24169,1008,844,15,7,6,71,5273265,70,8,01:12.1,215.204
24170,1008,154,210,8,4,71,5280296,71,12,01:12.4,214.372
24171,1008,825,210,9,2,71,5281923,67,10,01:12.2,214.835
24172,1008,815,10,10,1,70,\N,58,13,01:12.5,214.046
24173,1008,843,5,11,0,70,\N,53,15,01:12.9,212.647
24174,1008,832,4,12,0,70,\N,50,9,01:12.2,214.945
24175,1008,842,5,13,0,70,\N,55,17,01:13.8,210.132
24176,1008,838,1,14,0,70,\N,68,16,01:13.0,212.591
24177,1008,839,10,15,0,70,\N,70,11,01:12.4,214.401
24178,1008,845,3,16,0,69,\N,52,19,01:14.3,208.887
24179,1008,4,1,17,0,69,\N,57,14,01:12.6,213.542
24180,1008,840,3,18,0,69,\N,68,5,01:11.8,216.197
24181,1008,807,4,19,0,32,\N,30,18,01:14.0,209.544
24182,1008,828,15,20,0,20,\N,3,20,01:15.3,206.059
24183,1009,1,131,1,25,55,5980382,53,5,01:41.4,197.267
24184,1009,20,6,2,18,55,5982963,54,1,01:40.9,198.225
24185,1009,830,9,3,15,55,5993088,51,6,01:41.9,196.198
24186,1009,817,9,4,12,55,5995761,35,3,01:41.2,197.477
24187,1009,822,131,5,10,55,6028339,42,2,01:41.0,198.056
24188,1009,832,4,6,8,55,6052930,54,4,01:41.4,197.278
24189,1009,844,15,7,6,55,6071171,54,10,01:42.9,194.354
24190,1009,815,10,8,4,55,6071657,53,8,01:42.8,194.467
24191,1009,154,210,9,2,54,\N,54,11,01:43.2,193.753
24192,1009,825,210,10,1,54,\N,53,9,01:42.8,194.456
24193,1009,4,1,11,0,54,\N,53,7,01:42.4,195.271
24194,1009,843,5,12,0,54,\N,53,17,01:44.2,191.932
24195,1009,840,3,13,0,54,\N,53,16,01:44.0,192.192
24196,1009,838,1,14,0,54,\N,53,12,01:43.2,193.652
24197,1009,845,3,15,0,54,\N,54,14,01:43.8,192.566
24198,1009,842,5,16,0,46,\N,42,15,01:44.0,192.276
24199,1009,839,10,17,0,44,\N,41,13,01:43.6,193.012
24200,1009,828,15,18,0,24,\N,22,19,01:46.1,188.489
24201,1009,8,6,19,0,6,\N,5,18,01:45.2,190.064
24202,1009,807,4,20,0,0,\N,\N,0,\N,\N
24203,1010,822,131,1,26,58,5127325,57,1,01:25.6,223.075
24204,1010,1,131,2,18,58,5148211,57,2,01:26.1,221.839
24205,1010,830,9,3,15,58,5149845,57,3,01:26.3,221.327
24206,1010,20,6,4,12,58,5184434,16,8,01:28.0,217.054
24207,1010,844,6,5,10,58,5185528,58,4,01:26.9,219.621
24208,1010,825,210,6,8,58,5214481,56,9,01:28.2,216.493
24209,1010,807,4,7,6,57,\N,52,12,01:28.4,215.851
24210,1010,8,51,8,4,57,\N,52,11,01:28.3,216.277
24211,1010,840,211,9,2,57,\N,29,7,01:27.6,218.011
24212,1010,826,5,10,1,57,\N,39,6,01:27.4,218.31
24213,1010,842,9,11,0,57,\N,39,5,01:27.2,218.858
24214,1010,846,1,12,0,57,\N,17,16,01:28.6,215.581
24215,1010,815,211,13,0,57,\N,41,15,01:28.5,215.751
24216,1010,848,5,14,0,57,\N,43,10,01:28.2,216.478
24217,1010,841,51,15,0,57,\N,29,14,01:28.5,215.766
24218,1010,847,3,16,0,56,\N,55,17,01:28.7,215.197
24219,1010,9,3,17,0,55,\N,30,18,01:29.3,213.821
24220,1010,154,210,18,0,29,\N,17,13,01:28.5,215.807
24221,1010,817,4,19,0,28,\N,18,19,01:29.8,212.478
24222,1010,832,1,20,0,9,\N,9,20,01:30.9,210.022
24223,1011,1,131,1,25,57,5661295,36,2,01:33.5,208.314
24224,1011,822,131,2,18,57,5664275,42,3,01:34.2,206.808
24225,1011,844,6,3,16,57,5667426,38,1,01:33.4,208.575
24226,1011,830,9,4,12,57,5667703,47,9,01:35.3,204.417
24227,1011,20,6,5,10,57,5697363,43,4,01:34.9,205.313
24228,1011,846,1,6,8,57,5707049,14,12,01:35.8,203.422
24229,1011,8,51,7,6,57,5708765,45,11,01:35.6,203.822
24230,1011,842,9,8,4,57,5719389,42,8,01:35.3,204.46
24231,1011,848,5,9,2,57,5723992,39,16,01:36.8,201.372
24232,1011,815,211,10,1,57,5724991,51,14,01:36.3,202.254
24233,1011,841,51,11,0,57,5725894,42,7,01:35.2,204.575
24234,1011,826,5,12,0,56,\N,40,5,01:34.9,205.228
24235,1011,825,210,13,0,56,\N,41,13,01:35.9,203.178
24236,1011,840,211,14,0,56,\N,31,17,01:37.0,200.781
24237,1011,847,3,15,0,56,\N,14,19,01:37.3,200.211
24238,1011,9,3,16,0,55,\N,13,20,01:37.9,199.005
24239,1011,807,4,17,0,53,\N,14,6,01:35.2,204.623
24240,1011,817,4,18,0,53,\N,42,15,01:36.7,201.487
24241,1011,832,1,19,0,53,\N,42,10,01:35.6,203.829
24242,1011,154,210,20,0,16,\N,3,18,01:37.3,200.316
24243,1012,1,131,1,25,56,5526350,47,5,01:35.9,204.642
24244,1012,822,131,2,18,56,5532902,38,4,01:34.9,206.842
24245,1012,20,6,3,15,56,5540124,37,2,01:34.8,206.921
24246,1012,830,9,4,12,56,5553977,45,6,01:36.1,204.108
24247,1012,844,6,5,10,56,5557626,45,3,01:34.9,206.869
24248,1012,842,9,6,9,56,5615657,55,1,01:34.7,207.126
24249,1012,817,4,7,6,55,\N,38,16,01:38.6,198.957
24250,1012,815,211,8,4,55,\N,37,17,01:38.7,198.816
24251,1012,8,51,9,2,55,\N,27,12,01:37.8,200.625
24252,1012,848,5,10,1,55,\N,22,18,01:38.9,198.416
24253,1012,154,210,11,0,55,\N,37,8,01:36.9,202.57
24254,1012,840,211,12,0,55,\N,46,7,01:36.7,202.978
24255,1012,825,210,13,0,55,\N,35,10,01:37.5,201.327
24256,1012,832,1,14,0,55,\N,44,11,01:37.5,201.263
24257,1012,841,51,15,0,55,\N,32,14,01:38.0,200.142
24258,1012,847,3,16,0,54,\N,51,9,01:37.3,201.716
24259,1012,9,3,17,0,54,\N,28,20,01:39.8,196.684
24260,1012,846,1,18,0,50,\N,37,15,01:38.3,199.536
24261,1012,826,5,19,0,41,\N,27,13,01:38.0,200.291
24262,1012,807,4,20,0,16,\N,14,19,01:39.7,196.871
24263,1013,822,131,1,25,51,5512942,50,2,01:44.0,207.748
24264,1013,1,131,2,18,51,5514466,48,3,01:44.2,207.465
24265,1013,20,6,3,15,51,5524681,46,4,01:44.6,206.546
24266,1013,830,9,4,12,51,5530435,39,5,01:44.8,206.221
24267,1013,844,6,5,11,51,5582049,50,1,01:43.0,209.795
24268,1013,815,211,6,8,51,5589358,49,7,01:45.5,204.795
24269,1013,832,1,7,6,51,5596768,43,10,01:45.8,204.247
24270,1013,846,1,8,4,51,5613210,43,6,01:45.4,205.047
24271,1013,840,211,9,2,51,5616758,38,12,01:46.0,203.858
24272,1013,8,51,10,1,50,\N,48,13,01:46.5,202.958
24273,1013,848,5,11,0,50,\N,49,9,01:45.8,204.349
24274,1013,841,51,12,0,50,\N,45,11,01:46.0,203.935
24275,1013,825,210,13,0,50,\N,42,14,01:46.7,202.572
24276,1013,807,4,14,0,50,\N,43,17,01:47.4,201.204
24277,1013,847,3,15,0,49,\N,42,16,01:47.3,201.497
24278,1013,9,3,16,0,49,\N,45,19,01:47.7,200.64
24279,1013,842,9,17,0,38,\N,34,8,01:45.7,204.43
24280,1013,154,210,18,0,38,\N,33,20,01:48.5,199.146
24281,1013,826,5,19,0,33,\N,28,18,01:47.7,200.692
24282,1013,817,4,20,0,31,\N,29,15,01:46.8,202.41
24283,1014,1,131,1,26,66,5750443,54,1,01:18.5,213.499
24284,1014,822,131,2,18,66,5754517,55,2,01:18.7,212.835
24285,1014,830,9,3,15,66,5758122,57,3,01:19.8,210.081
24286,1014,20,6,4,12,66,5759610,64,4,01:19.8,209.947
24287,1014,844,6,5,10,66,5763804,57,5,01:20.0,209.469
24288,1014,842,9,6,8,66,5770019,57,6,01:20.5,208.08
24289,1014,825,210,7,6,66,5778602,66,9,01:20.8,207.478
24290,1014,832,1,8,4,66,5782785,59,10,01:20.9,207.249
24291,1014,826,5,9,2,66,5783499,64,8,01:20.7,207.591
24292,1014,154,210,10,1,66,5785084,64,12,01:21.1,206.743
24293,1014,848,5,11,0,66,5785888,65,11,01:21.0,206.817
24294,1014,817,4,12,0,66,5787201,56,7,01:20.6,207.876
24295,1014,807,4,13,0,66,5789684,65,13,01:21.3,206.171
24296,1014,8,51,14,0,66,5792246,66,14,01:21.4,205.917
24297,1014,815,211,15,0,66,5797320,65,16,01:21.9,204.717
24298,1014,841,51,16,0,66,5798134,64,15,01:21.8,204.782
24299,1014,847,3,17,0,65,\N,64,17,01:22.4,203.418
24300,1014,9,3,18,0,65,\N,65,19,01:23.2,201.413
24301,1014,840,211,19,0,44,\N,28,20,01:23.2,201.355
24302,1014,846,1,20,0,44,\N,28,18,01:22.6,202.977
24303,745,418,172,11,0,92,\N,\N,\N,\N,\N
24304,717,373,172,12,0,54,\N,\N,\N,\N,\N
24305,633,333,199,17,0,26,\N,\N,\N,\N,\N
24306,1015,1,131,1,25,78,6208437,9,6,01:16.2,157.721
24307,1015,20,6,2,18,78,6211039,9,9,01:16.3,157.494
24308,1015,822,131,3,15,78,6211599,65,2,01:15.2,159.828
24309,1015,830,9,4,12,78,6213974,9,7,01:16.2,157.593
24310,1015,842,9,5,11,78,6218383,72,1,01:14.3,161.73
24311,1015,832,1,6,8,78,6261891,32,5,01:15.9,158.295
24312,1015,826,5,7,6,78,6263011,31,10,01:16.3,157.471
24313,1015,848,5,8,4,78,6263637,43,3,01:15.6,158.89
24314,1015,817,4,9,2,78,6269331,78,4,01:15.7,158.701
24315,1015,154,210,10,1,78,6269471,41,16,01:16.7,156.531
24316,1015,846,1,11,0,78,6275238,61,13,01:16.4,157.214
24317,1015,825,210,14,0,77,\N,61,17,01:17.0,156.031
24318,1015,815,211,12,0,77,\N,67,15,01:16.6,156.803
24319,1015,807,4,13,0,77,\N,65,8,01:16.3,157.496
24320,1015,847,3,15,0,77,\N,76,18,01:17.0,155.938
24321,1015,840,211,16,0,77,\N,45,12,01:16.4,157.284
24322,1015,8,51,17,0,77,\N,50,14,01:16.4,157.166
24323,1015,9,3,18,0,77,\N,32,19,01:17.4,155.233
24324,1015,841,51,19,0,76,\N,46,11,01:16.3,157.448
24325,1015,844,6,20,0,16,\N,6,20,01:19.2,151.775
24326,1016,1,131,1,25,70,5347084,62,4,01:14.8,209.851
24327,1016,20,6,2,18,70,5350742,57,5,01:14.9,209.677
24328,1016,844,6,3,15,70,5351780,63,2,01:14.4,211.14
24329,1016,822,131,4,13,70,5398127,69,1,01:13.1,214.833
24330,1016,830,9,5,10,70,5404739,67,3,01:14.8,209.98
24331,1016,817,4,6,8,69,\N,55,9,01:16.1,206.37
24332,1016,807,4,7,6,69,\N,57,7,01:16.0,206.587
24333,1016,842,9,8,4,69,\N,51,10,01:16.2,206.147
24334,1016,840,211,9,2,69,\N,47,8,01:16.0,206.456
24335,1016,826,5,10,1,69,\N,44,11,01:16.2,206.036
24336,1016,832,1,11,0,69,\N,37,15,01:16.5,205.301
24337,1016,815,211,12,0,69,\N,61,13,01:16.3,205.723
24338,1016,841,51,13,0,69,\N,69,14,01:16.4,205.586
24339,1016,154,210,14,0,69,\N,60,12,01:16.2,205.909
24340,1016,8,51,15,0,69,\N,60,6,01:15.4,208.101
24341,1016,847,3,16,0,68,\N,58,17,01:17.2,203.254
24342,1016,825,210,17,0,68,\N,41,19,01:17.3,203.075
24343,1016,9,3,18,0,67,\N,64,18,01:17.3,203.139
24344,1016,848,5,19,0,59,\N,47,16,01:17.2,203.491
24345,1016,846,1,20,0,8,\N,4,20,01:18.0,201.217
24346,1017,1,131,1,25,53,5071198,53,2,01:32.8,226.717
24347,1017,822,131,2,18,53,5089254,43,3,01:33.6,224.725
24348,1017,844,6,3,15,53,5090183,40,4,01:33.8,224.146
24349,1017,830,9,4,12,53,5106103,38,5,01:34.2,223.351
24350,1017,20,6,5,11,53,5133994,53,1,01:32.7,226.775
24351,1017,832,1,6,8,53,5166660,52,6,01:34.6,222.408
24352,1017,8,51,7,6,52,\N,47,8,01:34.9,221.677
24353,1017,807,4,8,4,52,\N,46,10,01:35.0,221.497
24354,1017,846,1,9,2,52,\N,45,7,01:34.8,221.955
24355,1017,842,9,10,1,52,\N,47,15,01:35.2,220.922
24356,1017,817,4,11,0,52,\N,42,14,01:35.2,221.032
24357,1017,815,211,12,0,52,\N,42,11,01:35.0,221.348
24358,1017,840,211,13,0,52,\N,44,9,01:34.9,221.558
24359,1017,826,5,14,0,52,\N,43,16,01:35.2,220.857
24360,1017,848,5,15,0,52,\N,51,12,01:35.0,221.313
24361,1017,841,51,16,0,52,\N,50,13,01:35.1,221.113
24362,1017,825,210,17,0,52,\N,50,18,01:35.7,219.78
24363,1017,9,3,18,0,51,\N,50,20,01:36.6,217.696
24364,1017,847,3,19,0,51,\N,51,19,01:35.8,219.463
24365,1017,154,210,20,0,44,\N,42,17,01:35.7,219.782
24366,1018,830,9,1,26,71,4921822,60,1,01:07.5,230.378
24367,1018,844,6,2,18,71,4924546,58,3,01:08.0,228.62
24368,1018,822,131,3,15,71,4940782,53,7,01:08.6,226.716
24369,1018,20,6,4,12,71,4941432,62,2,01:07.7,229.694
24370,1018,1,131,5,10,71,4944627,69,5,01:08.0,228.432
24371,1018,846,1,6,8,70,\N,69,8,01:08.7,226.274
24372,1018,842,9,7,6,70,\N,63,9,01:08.8,225.974
24373,1018,832,1,8,4,70,\N,53,6,01:08.1,228.207
24374,1018,8,51,9,2,70,\N,57,15,01:09.1,224.876
24375,1018,841,51,10,1,70,\N,57,13,01:09.1,225.12
24376,1018,815,211,11,0,70,\N,67,14,01:09.1,225.087
24377,1018,817,4,12,0,70,\N,65,4,01:08.0,228.536
24378,1018,807,4,13,0,70,\N,59,16,01:09.2,224.48
24379,1018,840,211,14,0,70,\N,57,17,01:09.3,224.35
24380,1018,848,5,15,0,70,\N,59,11,01:08.9,225.463
24381,1018,154,210,16,0,70,\N,56,12,01:09.0,225.329
24382,1018,826,5,17,0,70,\N,58,18,01:09.5,223.672
24383,1018,847,3,18,0,69,\N,52,19,01:09.9,222.303
24384,1018,825,210,19,0,69,\N,69,10,01:08.9,225.604
24385,1018,9,3,20,0,68,\N,55,20,01:11.0,219.051
24386,1019,1,131,1,26,52,4868452,52,1,01:27.4,242.735
24387,1019,822,131,2,18,52,4893380,47,2,01:27.4,242.633
